tier,company,website,drop_reason
C,Sirius Federal (CDW-G),cdwg.com,
C,Slalom,slalom.com,
C,Trace3,trace3.com,
C,Unisys,unisys.com,
C,Zayo Group,zayo.com,
C,Zones,zones.com,
C,ePlus,eplus.com,
C,Consilio,consilio.com,
C,Epiq,epiqglobal.com,
C,Lewis Brisbois Bisgaard & Smith,lewisbrisbois.com,
C,Morgan & Morgan,forthepeople.com,
C,Nelson Mullins Riley & Scarborough,nelsonmullins.com,
C,Polsinelli,polsinelli.com,
C,AZZ Inc,azz.com,
C,Amsted Industries,amsted.com,
C,Carhartt,carhartt.com,
C,Chamberlain Group,chamberlaingroup.com,
C,Crown Equipment,crown.com,
C,Duravant,duravant.com,
C,Kennametal,kennametal.com,
C,Kontoor Brands,kontoorbrands.com,
C,Panduit,panduit.com,
C,Powell Industries,powellind.com,
C,ProMach,promachbuilt.com,
C,S&C Electric,sandc.com,
C,Swagelok,swagelok.com,
C,Trinity Industries,trin.net,
C,Utz Brands,utzsnacks.com,
C,Acosta Group,acosta.group,
C,Advantage Solutions,advantagesolutions.net,
C,Burson,bursonglobal.com,
C,Freeman,freeman.com,
C,Quad,quad.com,
C,RR Donnelley,rrd.com,
C,Stagwell,stagwellglobal.com,
C,American Oncology Network,aoncology.com,
C,Crash Champions,crashchampions.com,
C,GuidePoint Security,guidepointsecurity.com,
C,Insight Global,insightglobal.com,
C,Integrity Marketing Group,integritymarketing.com,
C,Leaf Home,leafhome.com,
C,AMN Healthcare,amnhealthcare.com,
C,Acrisure LLC,acrisure.com,
C,Alight Inc.,alight.com,
C,Alorica,alorica.com,
C,Black & Veatch,bv.com,
C,CDM Smith,cdmsmith.com,
C,CHG Healthcare Services,chghealthcare.com,
C,Conduent,conduent.com,
C,Cross Country Healthcare,crosscountry.com,
C,Employbridge,employbridge.com,
C,ExlService Holdings,exlservice.com,
C,GFT,gftengineering.com,
C,Genpact,genpact.com,
C,HDR,hdrinc.com,
C,Highspring (formerly Vaco),highspring.com,
C,Hub International Ltd.,hubinternational.com,
C,Kelly Services,kellyservices.com,
C,Kimley-Horn,kimley-horn.com,
C,Kroll,kroll.com,
C,ServiceLink,svclnk.com,
C,Sutherland Global Services,sutherlandglobal.com,
C,TRC Cos.,trccompanies.com,
C,TTEC Holdings,ttec.com,
C,Terracon Consultants Inc.,terracon.com,
C,The Baldwin Group,baldwin.com,
C,TrueBlue,trueblue.com,
C,USI Insurance Services LLC,usi.com,
C,1-800-Flowers.com,1800flowers.com,
C,Alo Yoga,aloyoga.com,
C,Arhaus,arhaus.com,
C,Authentic Brands Group,authentic.com,
C,Beyond Inc.,beyond.com,
C,Boot Barn Holdings,bootbarn.com,
C,Crumbl,crumblcookies.com,
C,Hims & Hers Health,hims.com,
C,KnitWell Group,knitwellgroup.com,
C,Lands' End,landsend.com,
C,Leslie's,lesliespool.com,
C,National Vision Holdings,nationalvision.com,
C,Ollie's Bargain Outlet,ollies.com,
C,Planet Fitness,planetfitness.com,
C,Quince,quince.com,
C,REI Co-op,rei.com,
C,Revolve Group,revolve.com,
C,Savers Value Village,savers.com,
C,Shoe Carnival,shoecarnival.com,
C,Shutterfly,shutterfly.com,
C,Sleep Number,sleepnumber.com,
C,Sportsman's Warehouse,sportsmans.com,
C,Stitch Fix,stitchfix.com,
C,Torrid Holdings,torrid.com,
C,Vuori,vuoriclothing.com,
C,YETI Holdings,yeti.com,
C,e.l.f. Beauty,elfbeauty.com,
C,iFIT Health & Fitness,ifit.com,
C,Blackbaud,blackbaud.com,
C,Blue Yonder,blueyonder.com,
C,CCC Intelligent Solutions,cccis.com,
C,Dayforce,dayforce.com,
C,Deel,deel.com,
C,Finastra,finastra.com,
C,GoTo,goto.com,
C,Guidewire Software,guidewire.com,
C,Gusto,gusto.com,
C,Jack Henry & Associates,jackhenry.com,
C,Kaseya,kaseya.com,
C,Klaviyo,klaviyo.com,
C,Manhattan Associates,manh.com,
C,Paycom,paycom.com,
C,Paylocity,paylocity.com,
C,Procore Technologies,procore.com,
C,Qlik,qlik.com,
C,RealPage,realpage.com,
C,Samsara,samsara.com,
C,Smartsheet,smartsheet.com,
C,Solera,solera.com,
C,Tyler Technologies,tylertech.com,
C,UKG,ukg.com,
C,Waystar,waystar.com,
C,Yardi Systems,yardi.com,
C,Zelis,zelis.com,
C,Zendesk,zendesk.com,
C,Zeta Global,zetaglobal.com,
C,ZoomInfo,zoominfo.com,
C,athenahealth,athenahealth.com,
C,Americold Realty Trust,americold.com,
C,ArcBest Corp.,arcb.com,
C,Arrive Logistics,arrivelogistics.com,
C,Echo Global Logistics,echo.com,
C,Flexport,flexport.com,
C,Kenco Logistics,kencogroup.com,
C,Mode Global,modeglobal.com,
C,Penske Logistics,penskelogistics.com,
C,Redwood Logistics,redwoodlogistics.com,
C,Werner Enterprises,werner.com,
removed,Plante Moran,plantemoran.com,$1-5B with no AI signal
removed,Acuity Insurance,acuity.com,$1-5B with no AI signal
removed,Ameris Bancorp,amerisbank.com,$1-5B with no AI signal
removed,Amica Mutual Insurance,amica.com,$1-5B with no AI signal
removed,Atlantic Union Bankshares,atlanticunionbank.com,$1-5B with no AI signal
removed,BOK Financial,bokf.com,$1-5B with no AI signal
removed,Bank OZK,ozk.com,$1-5B with no AI signal
removed,Credit Acceptance Corp,creditacceptance.com,$1-5B with no AI signal
removed,CrossCountry Mortgage,crosscountrymortgage.com,$1-5B with no AI signal
removed,EMC Insurance Companies,emcins.com,$1-5B with no AI signal
removed,Erie Indemnity,erieinsurance.com,$1-5B with no AI signal
removed,Euronet Worldwide,euronetworldwide.com,$1-5B with no AI signal
removed,Fisher Investments,fisherinvestments.com,$1-5B with no AI signal
removed,Focus Partners Wealth,focuspartners.com,$1-5B with no AI signal
removed,Freedom Mortgage,freedommortgage.com,$1-5B with no AI signal
removed,Grange Insurance,grangeinsurance.com,$1-5B with no AI signal
removed,Hancock Whitney,hancockwhitney.com,$1-5B with no AI signal
removed,Horace Mann Educators,horacemann.com,$1-5B with no AI signal
removed,Nelnet,nelnet.com,$1-5B with no AI signal
removed,Pentagon Federal Credit Union (PenFed),penfed.org,$1-5B with no AI signal
removed,Prosperity Bancshares,prosperitybankusa.com,$1-5B with no AI signal
removed,RLI Corp,rlicorp.com,$1-5B with no AI signal
removed,SLM Corp (Sallie Mae),salliemae.com,$1-5B with no AI signal
removed,Safety Insurance Group,safetyinsurance.com,$1-5B with no AI signal
removed,SchoolsFirst Federal Credit Union,schoolsfirstfcu.org,$1-5B with no AI signal
removed,Sentry Insurance,sentry.com,$1-5B with no AI signal
removed,Shift4 Payments,shift4.com,$1-5B with no AI signal
removed,State Employees' Credit Union,ncsecu.org,$1-5B with no AI signal
removed,United Community Banks,ucbi.com,$1-5B with no AI signal
removed,West Bend Insurance,thesilverlining.com,$1-5B with no AI signal
removed,Westfield Insurance,westfieldinsurance.com,$1-5B with no AI signal
removed,Westlake Financial,westlakefinancial.com,$1-5B with no AI signal
removed,AMCON Distributing,amcon.com,$1-5B with no AI signal
removed,Benco Dental,benco.com,$1-5B with no AI signal
removed,BradyPlus,bradyplus.com,$1-5B with no AI signal
removed,Columbia Distributing,coldist.com,$1-5B with no AI signal
removed,Crescent Electric Supply,cesco.com,$1-5B with no AI signal
removed,DXP Enterprises,dxpe.com,$1-5B with no AI signal
removed,Dakota Supply Group,dakotasupplygroup.com,$1-5B with no AI signal
removed,Distribution Solutions Group,distributionsolutionsgroup.com,$1-5B with no AI signal
removed,Edward Don & Company,don.com,$1-5B with no AI signal
removed,Elliott Electric Supply,elliottelectric.com,$1-5B with no AI signal
removed,F.W. Webb Company,fwwebb.com,$1-5B with no AI signal
removed,Factory Motor Parts,factorymotorparts.com,$1-5B with no AI signal
removed,Foundation Building Materials,fbmsales.com,$1-5B with no AI signal
removed,Labatt Food Service,labattfood.com,$1-5B with no AI signal
removed,Lansing Building Products,lansingbp.com,$1-5B with no AI signal
removed,Lipari Foods,liparifoods.com,$1-5B with no AI signal
removed,Lonestar Electric Supply,lonestarelectric.com,$1-5B with no AI signal
removed,Mayer Electric Supply,mayerelectric.com,$1-5B with no AI signal
removed,McNaughton-McKay Electric,mc-mc.com,$1-5B with no AI signal
removed,Nexeo Plastics,nexeoplastics.com,$1-5B with no AI signal
removed,Orgill,orgill.com,$1-5B with no AI signal
removed,Russell Sigler Inc.,siglers.com,$1-5B with no AI signal
removed,Smith & Associates,smithweb.com,$1-5B with no AI signal
removed,SunSource,sun-source.com,$1-5B with no AI signal
removed,The Chefs' Warehouse,chefswarehouse.com,$1-5B with no AI signal
removed,TriMark USA,trimarkusa.com,$1-5B with no AI signal
removed,TricorBraun,tricorbraun.com,$1-5B with no AI signal
removed,Vallen Distribution,vallen.com,$1-5B with no AI signal
removed,C.H. Guenther & Son,chg.com,$1-5B with no AI signal
removed,Chobani,chobani.com,$1-5B with no AI signal
removed,Dave's Hot Chicken,daveshotchicken.com,$1-5B with no AI signal
removed,Davidson Hospitality Group,davidsonhospitality.com,$1-5B with no AI signal
removed,Delaware North,delawarenorth.com,$1-5B with no AI signal
removed,Elior North America,elior-na.com,$1-5B with no AI signal
removed,Foster Farms,fosterfarms.com,$1-5B with no AI signal
removed,Golden Corral,goldencorral.com,$1-5B with no AI signal
removed,HHM Hotels,hhmhospitality.com,$1-5B with no AI signal
removed,Highgate,highgate.com,$1-5B with no AI signal
removed,Jersey Mike's Subs,jerseymikes.com,$1-5B with no AI signal
removed,Marco's Pizza,marcos.com,$1-5B with no AI signal
removed,Pyramid Global Hospitality,pyramidglobal.com,$1-5B with no AI signal
removed,Reser's Fine Foods,resers.com,$1-5B with no AI signal
removed,Rise Baking Company,risebakingcompany.com,$1-5B with no AI signal
removed,Shearer's Foods,shearers.com,$1-5B with no AI signal
removed,Sun Holdings,sunholdings.net,$1-5B with no AI signal
removed,Tropical Smoothie Cafe,tropicalsmoothiecafe.com,$1-5B with no AI signal
removed,Tropicana Brands Group,tropicanabrandsgroup.com,$1-5B with no AI signal
removed,Whataburger,whataburger.com,$1-5B with no AI signal
removed,Winland Foods,winlandfoods.com,$1-5B with no AI signal
removed,Yadav Enterprises,yadaventerprises.com,$1-5B with no AI signal
removed,Zaxby's,zaxbys.com,$1-5B with no AI signal
removed,Alamo Group,alamo-group.com,$1-5B with no AI signal
removed,Associated Materials,associatedmaterials.com,$1-5B with no AI signal
removed,Bissell,bissell.com,$1-5B with no AI signal
removed,Bridgewater Interiors,bridgewater-interiors.com,$1-5B with no AI signal
removed,Butterball,butterball.com,$1-5B with no AI signal
removed,Charter Manufacturing,chartermfg.com,$1-5B with no AI signal
removed,East Penn Manufacturing,eastpennmanufacturing.com,$1-5B with no AI signal
removed,Ellwood Group,ellwoodgroup.com,$1-5B with no AI signal
removed,Federal Signal,federalsignal.com,$1-5B with no AI signal
removed,Great Lakes Cheese,greatlakescheese.com,$1-5B with no AI signal
removed,Green Bay Packaging,gbp.com,$1-5B with no AI signal
removed,Greenheck Group,greenheck.com,$1-5B with no AI signal
removed,Haworth,haworth.com,$1-5B with no AI signal
removed,Hearthside Food Solutions,hearthsidefoods.com,$1-5B with no AI signal
removed,Helen of Troy,helenoftroy.com,$1-5B with no AI signal
removed,Hendrickson,hendrickson-intl.com,$1-5B with no AI signal
removed,Hollister Incorporated,hollister.com,$1-5B with no AI signal
removed,House of Raeford Farms,houseofraeford.com,$1-5B with no AI signal
removed,Inteva Products,intevaproducts.com,$1-5B with no AI signal
removed,John B. Sanfilippo & Son,jbssinc.com,$1-5B with no AI signal
removed,Johnsonville,johnsonville.com,$1-5B with no AI signal
removed,Menasha Corporation,menasha.com,$1-5B with no AI signal
removed,Neapco Holdings,neapco.com,$1-5B with no AI signal
removed,PVS Chemicals,pvschemicals.com,$1-5B with no AI signal
removed,Parkdale Mills,parkdalemills.com,$1-5B with no AI signal
removed,Piston Group,pistongroup.com,$1-5B with no AI signal
removed,Plastipak Holdings,plastipak.com,$1-5B with no AI signal
removed,ProAmpac,proampac.com,$1-5B with no AI signal
removed,Quanex Building Products,quanex.com,$1-5B with no AI signal
removed,Sargento Foods,sargento.com,$1-5B with no AI signal
removed,Trek Bicycle,trekbikes.com,$1-5B with no AI signal
removed,U.S. Farathane,usfarathane.com,$1-5B with no AI signal
removed,Taylor Corporation,taylor.com,$1-5B with no AI signal
removed,Alera Group,aleragroup.com,$1-5B with no AI signal
removed,Ascensus,ascensus.com,$1-5B with no AI signal
removed,Convergint Technologies,convergint.com,$1-5B with no AI signal
removed,Marcone,marcone.com,$1-5B with no AI signal
removed,PrimeSource Building Products,primesourcebp.com,$1-5B with no AI signal
removed,Accession Risk Management Group,accessionrmg.com,$1-5B with no AI signal
removed,Alliant Insurance Services Inc.,alliant.com,$1-5B with no AI signal
removed,Barrett Business Services,bbsi.com,$1-5B with no AI signal
removed,Beacon Hill Staffing Group,beaconhillstaffing.com,$1-5B with no AI signal
removed,BroadStreet Partners Inc.,broadstreetpartners.com,$1-5B with no AI signal
removed,EPIC Insurance Brokers & Consultants,epicbrokers.com,$1-5B with no AI signal
removed,Express Employment Professionals,expresspros.com,$1-5B with no AI signal
removed,Jackson Healthcare,jacksonhealthcare.com,$1-5B with no AI signal
removed,Justworks,justworks.com,$1-5B with no AI signal
removed,Lockton Cos. LLC,lockton.com,$1-5B with no AI signal
removed,Medical Solutions,medicalsolutions.com,$1-5B with no AI signal
removed,Newmark Group,nmrk.com,$1-5B with no AI signal
removed,OneDigital,onedigital.com,$1-5B with no AI signal
removed,TriNet Group,trinet.com,$1-5B with no AI signal
removed,American Signature (Value City Furniture),valuecityfurniture.com,$1-5B with no AI signal
removed,Ariat International,ariat.com,$1-5B with no AI signal
removed,Bealls Inc.,beallsinc.com,$1-5B with no AI signal
removed,Belk,belk.com,$1-5B with no AI signal
removed,Blain's Farm & Fleet,farmandfleet.com,$1-5B with no AI signal
removed,Bob's Discount Furniture,mybobs.com,$1-5B with no AI signal
removed,Boscov's,boscovs.com,$1-5B with no AI signal
removed,Chico's FAS,chicos.com,$1-5B with no AI signal
removed,Fleet Farm,fleetfarm.com,$1-5B with no AI signal
removed,Guitar Center,guitarcenter.com,$1-5B with no AI signal
removed,L.L.Bean,llbean.com,$1-5B with no AI signal
removed,Living Spaces,livingspaces.com,$1-5B with no AI signal
removed,Mavis Tire Express Services,mavis.com,$1-5B with no AI signal
removed,Micro Center,microcenter.com,$1-5B with no AI signal
removed,Raymour & Flanigan,raymourflanigan.com,$1-5B with no AI signal
removed,Rural King,ruralking.com,$1-5B with no AI signal
removed,Scheels,scheels.com,$1-5B with no AI signal
removed,Serta Simmons Bedding,sertasimmons.com,$1-5B with no AI signal
removed,The Buckle,buckle.com,$1-5B with no AI signal
removed,Envestnet,envestnet.com,$1-5B with no AI signal
removed,AIT Worldwide Logistics,aitworldwide.com,$1-5B with no AI signal
removed,Allen Lund Company,allenlund.com,$1-5B with no AI signal
removed,Anderson Trucking Service,atsinc.com,$1-5B with no AI signal
removed,Armstrong Transport Group,armstrongtransport.com,$1-5B with no AI signal
removed,Ascent Global Logistics,ascentgl.com,$1-5B with no AI signal
removed,Averitt Express,averitt.com,$1-5B with no AI signal
removed,Axle Logistics,axlelogistics.com,$1-5B with no AI signal
removed,Bennett Family of Companies,bennettig.com,$1-5B with no AI signal
removed,C.R. England,crengland.com,$1-5B with no AI signal
removed,CRST The Transportation Solution,crst.com,$1-5B with no AI signal
removed,Capstone Logistics,capstonelogistics.com,$1-5B with no AI signal
removed,Central Transport,centraltransport.com,$1-5B with no AI signal
removed,Covenant Logistics Group,covenantlogistics.com,$1-5B with no AI signal
removed,Crete Carrier Corp.,cretecarrier.com,$1-5B with no AI signal
removed,Dayton Freight Lines,daytonfreight.com,$1-5B with no AI signal
removed,Evans Network of Companies,evansdelivery.com,$1-5B with no AI signal
removed,Forward Air,forwardair.com,$1-5B with no AI signal
removed,Hub Group,hubgroup.com,$1-5B with no AI signal
removed,ITS Logistics,its4logistics.com,$1-5B with no AI signal
removed,Kenan Advantage Group,thekag.com,$1-5B with no AI signal
removed,Landstar System,landstar.com,$1-5B with no AI signal
removed,Lynden Inc.,lynden.com,$1-5B with no AI signal
removed,NFI Industries,nfiindustries.com,$1-5B with no AI signal
removed,OnTrac,ontrac.com,$1-5B with no AI signal
removed,PS Logistics,pslogistics.com,$1-5B with no AI signal
removed,Pitt Ohio Transportation Group,pittohio.com,$1-5B with no AI signal
removed,Prime Inc.,primeinc.com,$1-5B with no AI signal
removed,Priority-1 Inc.,priority1.com,$1-5B with no AI signal
removed,R+L Carriers,rlcarriers.com,$1-5B with no AI signal
removed,Ruan Transportation Management Systems,ruan.com,$1-5B with no AI signal
removed,Ryan Transportation Service,ryantrans.com,$1-5B with no AI signal
removed,STG Logistics,stgusa.com,$1-5B with no AI signal
removed,Saia Inc.,saia.com,$1-5B with no AI signal
removed,Scotlynn,scotlynn.com,$1-5B with no AI signal
removed,Seko Logistics,sekologistics.com,$1-5B with no AI signal
removed,Southeastern Freight Lines,sefl.com,$1-5B with no AI signal
removed,Trinity Logistics,trinitylogistics.com,$1-5B with no AI signal
removed,Universal Logistics Holdings,universallogistics.com,$1-5B with no AI signal
removed,Mercury General,mercuryinsurance.com,$5B+ (too large for cold outreach)
removed,Navy Federal Credit Union,navyfederal.org,$5B+ (too large for cold outreach)
removed,Rocket Companies,rocketcompanies.com,$5B+ (too large for cold outreach)
removed,Accenture,accenture.com,$5B+ (too large for cold outreach)
removed,Bain & Company,bain.com,$5B+ (too large for cold outreach)
removed,Booz Allen Hamilton,boozallen.com,$5B+ (too large for cold outreach)
removed,Boston Consulting Group,bcg.com,$5B+ (too large for cold outreach)
removed,Deloitte,deloitte.com,$5B+ (too large for cold outreach)
removed,EY,ey.com,$5B+ (too large for cold outreach)
removed,Gartner,gartner.com,$5B+ (too large for cold outreach)
removed,IBM Consulting,ibm.com,$5B+ (too large for cold outreach)
removed,KPMG,kpmg.com,$5B+ (too large for cold outreach)
removed,McKinsey & Company,mckinsey.com,$5B+ (too large for cold outreach)
removed,Mercer,mercer.com,$5B+ (too large for cold outreach)
removed,PwC,pwc.com,$5B+ (too large for cold outreach)
removed,ABC Supply,abcsupply.com,$5B+ (too large for cold outreach)
removed,Breakthru Beverage Group,breakthrubev.com,$5B+ (too large for cold outreach)
removed,Fastenal,fastenal.com,$5B+ (too large for cold outreach)
removed,Genuine Parts Company,genpt.com,$5B+ (too large for cold outreach)
removed,Graybar Electric,graybar.com,$5B+ (too large for cold outreach)
removed,Henry Schein,henryschein.com,$5B+ (too large for cold outreach)
removed,Imperial Dade,imperialdade.com,$5B+ (too large for cold outreach)
removed,Patterson Companies,pattersoncompanies.com,$5B+ (too large for cold outreach)
removed,Reyes Beverage Group,reyesbeveragegroup.com,$5B+ (too large for cold outreach)
removed,Sysco,sysco.com,$5B+ (too large for cold outreach)
removed,US Foods,usfoods.com,$5B+ (too large for cold outreach)
removed,US LBM Holdings,uslbm.com,$5B+ (too large for cold outreach)
removed,Univar Solutions,univarsolutions.com,$5B+ (too large for cold outreach)
removed,W.W. Grainger,grainger.com,$5B+ (too large for cold outreach)
removed,Watsco,watsco.com,$5B+ (too large for cold outreach)
removed,Winsupply,winsupplyinc.com,$5B+ (too large for cold outreach)
removed,Aramark,aramark.com,$5B+ (too large for cold outreach)
removed,Taylor Farms,taylorfarms.com,$5B+ (too large for cold outreach)
removed,CACI International,caci.com,$5B+ (too large for cold outreach)
removed,CDW,cdw.com,$5B+ (too large for cold outreach)
removed,Carahsoft Technology,carahsoft.com,$5B+ (too large for cold outreach)
removed,Cognizant,cognizant.com,$5B+ (too large for cold outreach)
removed,DXC Technology,dxc.com,$5B+ (too large for cold outreach)
removed,Insight Enterprises,insight.com,$5B+ (too large for cold outreach)
removed,Kyndryl,kyndryl.com,$5B+ (too large for cold outreach)
removed,Peraton,peraton.com,$5B+ (too large for cold outreach)
removed,Presidio,presidio.com,$5B+ (too large for cold outreach)
removed,SAIC,saic.com,$5B+ (too large for cold outreach)
removed,SHI International,shi.com,$5B+ (too large for cold outreach)
removed,TEKsystems,teksystems.com,$5B+ (too large for cold outreach)
removed,World Wide Technology,wwt.com,$5B+ (too large for cold outreach)
removed,Cornerstone Building Brands,cornerstonebuildingbrands.com,$5B+ (too large for cold outreach)
removed,Flex-N-Gate,flex-n-gate.com,$5B+ (too large for cold outreach)
removed,Kohler Co,kohler.com,$5B+ (too large for cold outreach)
removed,Medline Industries,medline.com,$5B+ (too large for cold outreach)
removed,Novolex,novolex.com,$5B+ (too large for cold outreach)
removed,OSI Group,osigroup.com,$5B+ (too large for cold outreach)
removed,Schreiber Foods,schreiberfoods.com,$5B+ (too large for cold outreach)
removed,Omnicom Group,omnicomgroup.com,$5B+ (too large for cold outreach)
removed,Aya Healthcare,ayahealthcare.com,$5B+ (too large for cold outreach)
removed,Burns & McDonnell,burnsmcd.com,$5B+ (too large for cold outreach)
removed,CBRE Group,cbre.com,$5B+ (too large for cold outreach)
removed,Compass Inc.,compass.com,$5B+ (too large for cold outreach)
removed,Cushman & Wakefield,cushmanwakefield.com,$5B+ (too large for cold outreach)
removed,Insperity,insperity.com,$5B+ (too large for cold outreach)
removed,JLL,jll.com,$5B+ (too large for cold outreach)
removed,Robert Half,roberthalf.com,$5B+ (too large for cold outreach)
removed,Fanatics,fanatics.com,$5B+ (too large for cold outreach)
removed,New Balance,newbalance.com,$5B+ (too large for cold outreach)
removed,Total Wine & More,totalwine.com,$5B+ (too large for cold outreach)
removed,Toast,toasttab.com,$5B+ (too large for cold outreach)
removed,Beon,beonlogistics.com,$5B+ (too large for cold outreach)
removed,C.H. Robinson,chrobinson.com,$5B+ (too large for cold outreach)
removed,Estes Express Lines,estes-express.com,$5B+ (too large for cold outreach)
removed,Expeditors International,expeditors.com,$5B+ (too large for cold outreach)
removed,GXO Logistics,gxo.com,$5B+ (too large for cold outreach)
removed,J.B. Hunt Transport Services,jbhunt.com,$5B+ (too large for cold outreach)
removed,Knight-Swift Transportation Holdings,knight-swift.com,$5B+ (too large for cold outreach)
removed,Lineage Inc.,onelineage.com,$5B+ (too large for cold outreach)
removed,Old Dominion Freight Line,odfl.com,$5B+ (too large for cold outreach)
removed,RXO Inc.,rxo.com,$5B+ (too large for cold outreach)
removed,Ryder System,ryder.com,$5B+ (too large for cold outreach)
removed,Schneider National,schneider.com,$5B+ (too large for cold outreach)
removed,Total Quality Logistics,tql.com,$5B+ (too large for cold outreach)
removed,Uber Freight,uberfreight.com,$5B+ (too large for cold outreach)
removed,WWEX Group,wwex.com,$5B+ (too large for cold outreach)
removed,Magna5,magna5global.com,Duplicate
removed,Clearlake Capital Group,clearlake.com,"PE firm, not a portfolio company"
removed,Thoma Bravo,thomabravo.com,"PE firm, not a portfolio company"
removed,Vista Equity Partners,vistaequitypartners.com,"PE firm, not a portfolio company"
removed,Genstar Capital,gencap.com,"PE firm, not a portfolio company"
removed,AEA Investors,aeainvestors.com,"PE firm, not a portfolio company"
removed,Audax Private Equity,audaxprivateequity.com,"PE firm, not a portfolio company"
removed,The Riverside Company,riversidecompany.com,"PE firm, not a portfolio company"
removed,Gryphon Investors,gryphon-inv.com,"PE firm, not a portfolio company"
removed,HGGC,hggc.com,"PE firm, not a portfolio company"
removed,Harvest Partners,harvestpartners.com,"PE firm, not a portfolio company"
removed,Kelso & Company,kelso.com,"PE firm, not a portfolio company"
removed,Kohlberg & Company,kohlberg.com,"PE firm, not a portfolio company"
removed,Sentinel Capital Partners,sentinelpartners.com,"PE firm, not a portfolio company"
removed,Shore Capital Partners,shorecp.com,"PE firm, not a portfolio company"
removed,Blue Point Capital Partners,bluepointcapital.com,"PE firm, not a portfolio company"
removed,Gridiron Capital,gridironcapital.com,"PE firm, not a portfolio company"
removed,Incline Equity Partners,inclineequity.com,"PE firm, not a portfolio company"
removed,LLR Partners,llrpartners.com,"PE firm, not a portfolio company"
removed,Sun Capital Partners,suncappart.com,"PE firm, not a portfolio company"
removed,Trivest Partners,trivest.com,"PE firm, not a portfolio company"
removed,Wind Point Partners,wppartners.com,"PE firm, not a portfolio company"
